SITE_ID,DATEON,DATEOFF,TSO4,TNO3,TNH4,Ca,Mg,Na,K,Cl,NSO4,NHNO3,WSO2,TOTAL_SO2,TOTAL_NO3,FLOW_VOLUME,VALID_HOURS,COMMENT_CODES,STD2LOCAL_CF,TEMP_SOURCE,QA_CODE,UPDATE_DATE
DEV412,2005-12-27,2006-01-03,0.2432,0.41,0.0517,0.1921,0.0482,0.2173,0.0263,0.1562,0.0408,0.2983,0.1694,0.1966,0.7035,29.3423,167,,0.97612403,sa,3,2006-06-01
DEV412,2006-01-03,2006-01-10,0.2009,0.1226,0.067,0.0613,0.0115,0.051,0.0081,0.0168,0.0488,0.5757,0.1347,0.1673,0.6892,29.7021,168,,0.98221313,sa,3,2006-06-01
DEV412,2006-01-10,2006-01-17,0.2417,0.132,0.0534,0.1673,0.0367,0.0997,0.0313,0.0585,0.0342,0.3229,0.082,0.1048,0.4498,29.2665,167,,0.97360364,sa,3,2006-06-01
DEV412,2006-01-17,2006-01-24,0.3091,0.0755,0.0641,0.0903,0.0183,0.1229,0.0219,0.0505,0.0366,0.1764,0.1205,0.1449,0.2491,29.3395,167,,0.97603022,sa,3,2006-06-01
DEV412,2006-01-24,2006-01-31,0.6631,0.4837,0.215,0.1547,0.0318,0.1604,0.0313,0.0169,0.0338,1.1265,0.2189,0.2414,1.5923,29.5594,167,,0.98334611,sa,3,2006-06-01
DEV412,2006-01-31,2006-02-07,0.7079,0.1958,0.0777,0.1973,0.0414,0.3103,0.0378,0.0771,0.033,0.4794,0.065,0.087,0.6676,30.2714,170,,0.99206374,sa,3,2006-07-05
DEV412,2006-02-07,2006-02-14,0.3181,0.0767,0.0864,0.1522,0.027,0.0652,0.0226,0.0231,0.033,0.4344,0.0859,0.1079,0.5043,30.2988,168,,1.00230362,sa,3,2006-07-05
DEV412,2006-02-14,2006-02-21,1.5336,0.6049,0.1514,0.4425,0.105,1.1902,0.1437,0.3295,0.0341,0.3188,0.2346,0.2573,0.9186,29.2898,167,,0.97437676,sa,3,2006-07-05
DEV412,2006-02-21,2006-02-28,0.6291,0.1892,0.1979,0.1663,0.0289,0.0738,0.0356,0.0232,0.0331,1.2814,0.1689,0.191,1.4502,30.2019,169,,0.99282876,sa,3,2006-07-05
DEV412,2006-02-28,2006-03-07,0.2783,0.3025,0.0796,0.1131,0.0286,0.1257,0.0168,0.0374,0.0463,0.7684,0.248,0.2789,1.0588,29.7191,167,,0.98865772,sa,3,2006-07-12
DEV412,2006-03-07,2006-03-14,0.5611,0.1859,0.1772,0.1317,0.0285,0.1015,0.0262,0.0462,0.0343,0.4355,0.2616,0.2845,0.6144,29.1929,166,,0.97700364,sa,3,2006-07-12
DEV412,2006-03-14,2006-03-21,0.6786,0.355,0.1852,0.1559,0.035,0.1538,0.0316,0.0454,0.0406,0.7452,0.3009,0.328,1.0884,29.5903,167,,0.98437345,sa,3,2006-07-12
DEV412,2006-03-21,2006-03-28,0.4283,0.2057,0.1137,0.1625,0.0386,0.1608,0.0284,0.0432,0.0347,0.7812,0.1056,0.1287,0.9744,30.963,172,,1.00009801,sa,3,2006-07-12
DEV412,2006-03-28,2006-04-04,0.7239,0.4203,0.2411,0.1062,0.0265,0.1211,0.0228,0.0189,0.0519,1.2897,0.2337,0.2683,1.6895,29.3969,164,,0.99583046,sa,3,2006-10-02
DEV412,2006-04-04,2006-04-11,0.6248,0.2853,0.2148,0.0871,0.021,0.1199,0.0154,0.0448,0.0503,1.1124,0.247,0.2806,1.3801,29.8339,166,,0.99871632,sa,3,2009-02-26
DEV412,2006-04-11,2006-04-18,1,0.247,0.3171,0.2181,0.048,0.109,0.0442,0.0422,0.044,1.0978,0.1915,0.2208,1.3273,30.1286,166,,1.00831886,sa,3,2006-10-02
DEV412,2006-04-18,2006-04-25,1.0689,0.5873,0.3282,0.3198,0.0757,0.1603,0.059,0.0321,0.0489,1.465,0.2232,0.2558,2.029,30.1795,166,,1.01002498,sa,3,2009-02-26
DEV412,2006-04-25,2006-05-02,1.5835,0.6156,0.5202,0.3777,0.0718,0.222,0.0829,0.0337,0.0536,1.5879,0.3688,0.4045,2.1783,31.7406,171,,1.03120795,sa,3,2006-10-02
DEV412,2006-05-02,2006-05-09,1.9967,0.7571,0.6477,0.3594,0.0844,0.2854,0.0784,0.0461,0.0583,1.5925,0.5318,0.5707,2.3244,30.8565,166,,1.03268033,sa,3,2006-10-02
DEV412,2006-05-09,2006-05-16,1.6718,0.5271,0.5667,0.3824,0.0788,0.1378,0.0779,0.016,0.0595,1.2613,0.5755,0.6152,1.7684,31.9302,169,,1.04964582,sa,3,2006-10-02
DEV412,2006-05-16,2006-05-23,1.1993,0.3556,0.3791,0.4279,0.1013,0.215,0.0851,0.1102,0.0454,1.233,0.3018,0.3321,1.569,31.3861,167,,1.04411532,sa,3,2006-10-02
DEV412,2006-05-23,2006-05-30,1.1176,0.3566,0.3973,0.2112,0.0436,0.1467,0.051,0.0573,0.0455,1.3451,0.3391,0.3695,1.6802,30.7795,166,,1.03010229,sa,3,2006-10-02
DEV412,2006-05-30,2006-06-06,1.1153,0.2151,0.4174,0.1774,0.0297,0.0524,0.037,0.0153,0.0743,1.2722,0.601,0.6506,1.4672,32.6294,172,,1.05465678,sa,3,2006-10-31
DEV412,2006-06-06,2006-06-13,1.5022,0.6421,0.5252,0.2552,0.0494,0.1795,0.0555,0.0163,0.0633,1.685,0.5902,0.6324,2.3002,31.1933,165,,1.05027859,sa,3,2006-10-31
DEV412,2006-06-13,2006-06-20,1.0343,0.1741,0.3692,0.1271,0.031,0.0875,0.046,0.0298,0.0446,0.8634,0.4471,0.4769,1.0238,31.9239,169,,1.04943836,sa,3,2006-10-31
DEV412,2006-06-20,2006-06-27,1.6564,0.4969,0.5932,0.4395,0.0837,0.2037,0.1179,0.0454,0.0661,1.1345,0.6788,0.723,1.6134,32.1294,167,,1.07012548,sa,3,2006-10-31
DEV412,2006-06-27,2006-07-04,1.88,0.4432,0.6611,0.4048,0.0865,0.1517,0.1423,0.0205,0.0538,1.6982,0.5634,0.5992,2.1144,28.8299,169,,1.06550128,sa,3,2006-12-04
DEV412,2006-07-04,2006-07-11,1.6226,0.5906,0.5325,0.4233,0.089,0.2583,0.1821,0.0889,0.0737,1.8739,0.5805,0.6296,2.4347,21.3725,163,,1.05967201,sa,3,2009-02-26
DEV412,2006-07-11,2006-07-18,1.1443,0.3538,0.4023,0.317,0.0502,0.1008,0.0759,0.0275,0.0961,1.8284,0.7398,0.8039,2.1532,18.2126,168,,1.07145657,sa,3,2009-02-26
DEV412,2006-07-18,2006-07-25,1.4908,0.2963,0.357,1.0659,0.1492,0.5125,0.1448,0.3081,0.0466,0.8922,0.2011,0.2322,1.1743,30.0116,168,,1.07130864,sa,3,2006-12-04
DEV412,2006-07-25,2006-08-01,2.2142,0.7555,0.745,0.4513,0.0792,0.2698,0.1772,0.0155,0.0595,1.7746,0.7819,0.8216,2.5018,32.3315,168,,1.06561275,sa,3,2007-01-05
DEV412,2006-08-01,2006-08-08,1.2154,0.6206,0.4011,0.2237,0.0537,0.236,0.0604,0.0364,0.0445,1.1404,0.7874,0.817,1.7429,31.4704,165,,1.05608834,sa,3,2007-01-05
DEV412,2006-08-08,2006-08-15,1.0372,0.4432,0.3276,0.4823,0.0626,0.1812,0.0698,0.0513,0.0427,1.2438,0.3925,0.421,1.6672,32.2005,168,,1.06129471,sa,3,2007-01-05
DEV412,2006-08-15,2006-08-22,0.9803,0.385,0.3227,0.1564,0.0332,0.1266,0.0376,0.0156,0.0453,1.278,0.4986,0.5287,1.6427,32.0415,168,,1.05605229,sa,3,2007-01-05
DEV412,2006-08-22,2006-08-29,0.9381,0.3722,0.3447,0.2372,0.0481,0.107,0.0646,0.0153,0.0489,1.01,0.4094,0.442,1.3661,32.7479,171,,1.06039807,sa,3,2007-01-05
DEV412,2006-08-29,2006-09-05,0.8445,0.308,0.2845,0.2344,0.0423,0.0849,0.0475,0.0156,0.0312,1.1727,0.381,0.4018,1.4621,32.0408,167,,1.06235508,sa,3,2007-01-31
DEV412,2006-09-05,2006-09-12,0.9692,0.4174,0.3511,0.6473,0.0916,0.1319,0.1081,0.0236,0.0305,1.296,0.3456,0.3659,1.6928,32.8122,159,,1.05019933,sa,3,2007-01-31
DEV412,2006-09-12,2006-09-19,0.8992,0.3477,0.3146,0.3398,0.0598,0.1826,0.076,0.0383,0.0398,1.1861,0.3162,0.3428,1.515,30.1611,161,,1.03729871,sa,3,2007-01-31
DEV412,2006-09-19,2006-09-26,0.5001,0.167,0.1788,0.2234,0.0564,0.1083,0.0652,0.0615,0.0325,0.6489,0.1723,0.1939,0.8056,31.5558,170,,1.0278093,sa,3,2007-01-31
DEV412,2006-09-26,2006-10-03,0.6038,0.1528,0.2096,0.1189,0.0223,0.0715,0.0276,0.016,0.0321,1.1586,0.1937,0.2151,1.293,31.168,166,,1.03964,sa,3,2007-04-05
DEV412,2006-10-03,2006-10-10,0.8151,0.1926,0.2543,0.1192,0.024,0.1108,0.0279,0.0161,0.0322,1.3954,0.1762,0.1977,1.5658,31.0396,168,,1.0230325,sa,3,2007-04-05
DEV412,2006-10-10,2006-10-17,0.0459,0.0408,0.021,0.03,0.005,0.0152,0.0041,0.0163,0.0555,0.3967,0.2678,0.3049,0.43120000000000003,30.6309,168,5,1.00956175,sa,3,2007-04-05
DEV412,2006-10-17,2006-10-24,0.3934,0.039,0.1352,0.1054,0.0137,0.0217,0.0141,0.0169,0.0326,0.495,0.0728,0.0946,0.5261,30.6797,168,,1.01117064,sa,3,2007-04-05
DEV412,2006-10-24,2006-10-31,0.6244,0.1814,0.2147,0.2703,0.0508,0.0791,0.0556,0.0326,0.033,0.8679,0.1385,0.1605,1.0354,30.3324,167,,1.00570954,sa,3,2007-04-05
DEV412,2006-10-31,2006-11-07,0.9546,0.3098,0.3563,0.2776,0.0426,0.0799,0.0487,0.0159,0.0445,2.0177,0.1697,0.1994,2.2954,31.4474,173,,1.00651601,sa,3,2007-04-05
DEV412,2006-11-07,2006-11-15,0.4643,0.0619,0.1565,0.164,0.029,0.0548,0.025,0.0353,0.0375,0.4932,0.1492,0.1742,0.5473,33.9859,188,,1.00097429,sa,3,2007-04-05
DEV412,2006-11-15,2006-11-21,0.4139,0.0448,0.9933,0.1869,0.0274,0.0273,0.017,0.0193,0.0424,0.6584,0.113,0.1413,0.6927,25.9706,144,12,0.99862428,sa,3,2007-04-05
DEV412,2006-11-21,2006-11-28,0.6386,0.333,0.2311,0.31,0.0431,0.1095,0.0434,0.0253,0.0333,1.5701,0.171,0.1932,1.8781,30.0365,168,,0.9899697,sa,3,2007-04-05
DEV412,2006-11-28,2006-12-05,0.3352,0.0636,0.1139,0.0779,0.0136,0.0334,0.0097,0.0169,0.0338,0.2319,0.0823,0.1048,0.2918,29.5937,169,,0.96960599,sa,3,2007-05-01
DEV412,2006-12-05,2006-12-12,0.3123,0.1462,0.1045,0.1516,0.0274,0.0464,0.0208,0.0168,0.0335,0.6898,0.1352,0.1576,0.825,29.8452,169,,0.97784647,sa,3,2007-05-01
DEV412,2006-12-12,2006-12-19,0.2182,0.1433,0.0685,0.109,0.0186,0.0531,0.0098,0.0172,0.0344,0.3911,0.1401,0.163,0.5282,29.0495,166,,0.96897519,sa,3,2007-05-01
DEV412,2006-12-19,2006-12-26,0.1813,0.0861,0.0602,0.0673,0.0134,0.0478,0.0086,0.03,0.0331,0.3874,0.0983,0.1204,0.4674,30.204,173,,0.96672023,sa,3,2009-02-26
DEV412,2006-12-26,2007-01-02,0.4353,0.2272,0.1211,0.3828,0.0823,0.2564,0.0821,0.2457,0.1883,0.3813,0.2512,0.3767,0.6024,5.3114,161,,0.97600113,sa,3,2007-06-04
DEV412,2007-01-02,2007-01-09,0.716,0.1042,0.095,0.3838,0.0788,0.3254,0.0619,0.1678,0.0345,0.1977,0.0839,0.1069,0.2987,29.0232,165,,0.9765991,sa,3,2007-06-04
DEV412,2007-01-09,2007-01-16,0.6359,0.2214,0.1052,0.3458,0.0706,0.321,0.0664,0.2555,0.0408,0.2831,0.1191,0.1463,0.5,29.4082,170,,0.96105125,sa,3,2007-06-04
DEV412,2007-01-16,2007-01-23,0.3175,0.1095,0.0745,0.251,0.0469,0.1264,0.0697,0.1739,0.0361,0.3206,0.0916,0.1157,0.425,29.1241,166,,0.97470068,sa,3,2007-06-04
DEV412,2007-01-23,2007-01-30,0.384,0.2512,0.1414,0.1235,0.0219,0.0549,0.0233,0.017,0.0568,1.1905,0.2036,0.2415,1.4228,29.4828,167,,0.98171946,sa,3,2007-06-04
DEV412,2007-01-30,2007-02-06,0.3825,0.1934,0.1518,0.1357,0.0267,0.0519,0.038,0.0199,0.0339,0.8697,0.0769,0.0995,1.0493,29.494,167,,0.98289763,sa,3,2007-07-10
DEV412,2007-02-06,2007-02-13,0.3925,0.2609,0.1433,0.1659,0.0291,0.079,0.0249,0.0238,0.0587,2.365,0.3024,0.3416,2.5883,30.2153,169,,0.99326986,sa,3,2007-07-10
DEV412,2007-02-13,2007-02-20,0.4242,0.1669,0.1308,0.162,0.0313,0.0799,0.0337,0.0582,0.0446,0.4853,0.1352,0.1649,0.6444,30.8342,172,,0.99593788,sa,3,2007-07-10
DEV412,2007-02-20,2007-02-27,0.7758,0.3485,0.1405,0.275,0.0576,0.2981,0.0331,0.1337,0.0501,1.3774,0.2111,0.2445,1.704,28.9137,165,,0.98378077,sa,3,2007-07-10
DEV412,2007-02-27,2007-03-06,0.454,0.0915,0.1572,0.0868,0.0207,0.0333,0.0161,0.0171,0.0401,0.3879,0.1264,0.15310000000000001,0.4732,29.2944,165,,0.98634448,sa,3,2007-07-17
DEV412,2007-03-06,2007-03-13,0.6241,0.1596,0.1686,0.2273,0.0569,0.1143,0.0472,0.0292,0.0324,0.9441,0.1772,0.1988,1.0887,30.862,169,,1.01453064,sa,3,2007-07-17
DEV412,2007-03-13,2007-03-20,0.7116,0.2612,0.257,0.2403,0.0473,0.0899,0.0425,0.0273,0.0329,1.5838,0.2112,0.2331,1.8198,31.1121,168,,1.02883986,sa,3,2007-07-17
DEV412,2007-03-20,2007-03-27,0.7338,0.3773,0.2323,0.2373,0.042,0.1112,0.0317,0.0281,0.0331,1.4702,0.2703,0.2924,1.8241,30.226,166,,1.01158037,sa,3,2007-07-17
DEV412,2007-03-27,2007-04-03,0.8627,0.3099,0.2834,0.2483,0.052,0.2008,0.0557,0.1393,0.0328,0.7854,0.27,0.2919,1.0829,30.5081,168,,1.00886675,sa,3,2007-10-01
DEV412,2007-04-03,2007-04-10,1.0511,0.403,0.3438,0.271,0.0582,0.1413,0.0582,0.046,0.0468,1.8237,0.3209,0.3522,2.1977,30.968,167,,1.03020721,sa,3,2007-10-01
DEV412,2007-04-10,2007-04-17,0.7316,0.3779,0.1704,0.3263,0.0741,0.2074,0.0612,0.1448,0.0392,0.3262,0.1612,0.1873,0.6989,30.004,165,,1.00428619,sa,3,2009-02-26
DEV412,2007-04-17,2007-04-24,0.7397,0.3727,0.2192,0.2011,0.0517,0.1631,0.048,0.0792,0.0542,0.8536,0.2081,0.2443,1.2127,30.4457,169,,1.0008462,sa,3,2007-10-01
DEV412,2007-04-24,2007-05-01,1.1817,0.3257,0.3672,0.3006,0.0576,0.0802,0.0448,0.0248,0.0386,0.8617,0.3531,0.3789,1.1737,31.0734,166,,1.0399395,sa,3,2007-10-01
DEV412,2007-05-01,2007-05-08,1.3912,0.3473,0.3279,0.5434,0.1163,0.4287,0.1093,0.2803,0.0368,0.5403,0.2931,0.3176,0.879,30.6063,167,,1.01817446,sa,3,2007-10-01
DEV412,2007-05-08,2007-05-15,1.4311,0.4817,0.5055,0.3092,0.086,0.1603,0.0975,0.0225,0.094,1.745,0.5526,0.6153,2.1989,31.926,170,,1.0433343,sa,3,2007-10-01
DEV412,2007-05-15,2007-05-22,2.1933,0.8694,0.6752,0.3967,0.0984,0.3238,0.0949,0.0443,0.1016,2.0704,0.78,0.8478,2.9068,31.2549,166,,1.04601561,sa,3,2007-10-01
DEV412,2007-05-22,2007-05-29,1.5267,0.4048,0.5603,0.2178,0.0435,0.1163,0.0491,0.0159,0.0995,1.8977,0.5901,0.6565,2.2723,31.4204,168,,1.03903403,sa,3,2007-10-01
DEV412,2007-05-29,2007-06-05,1.8237,0.7021,0.6591,0.3473,0.0676,0.194,0.0894,0.0156,0.1013,1.8967,0.7111,0.7787,2.5686,32.0769,169,,1.05446802,sa,3,2007-11-05
DEV412,2007-06-05,2007-06-12,0.9761,0.3832,0.3376,0.3113,0.0537,0.1654,0.0521,0.0381,0.0682,1.4414,0.459,0.5045,1.8016,31.5328,168,,1.03658064,sa,3,2007-11-05
DEV412,2007-06-12,2007-06-19,1.8947,0.9764,0.6666,0.4124,0.0938,0.3406,0.0966,0.0467,0.087,2.1802,0.8806,0.9386,3.1219,31.8892,167,,1.06085267,sa,3,2007-11-05
DEV412,2007-06-19,2007-06-26,1.2154,0.5025,0.4316,0.3883,0.0578,0.1575,0.0936,0.0422,0.0501,1.5923,0.6689,0.7023,2.0695,33.4049,175,,1.06047183,sa,3,2007-11-05
DEV412,2007-06-26,2007-07-03,1.1281,0.4975,0.4221,0.2912,0.0563,0.1361,0.088,0.0173,0.1006,1.5641,0.728,0.7951,2.0367,30.5551,160,,1.06094202,sa,3,2007-12-03
DEV412,2007-07-03,2007-07-11,1.1384,0.402,0.3977,0.2746,0.058,0.1453,0.0908,0.0185,0.0955,1.4647,0.5337,0.5974,1.8434,36.93,191,,1.07439604,sa,3,2007-12-03
DEV412,2007-07-17,2007-07-24,1.0928,0.4461,0.3846,0.2831,0.0523,0.1518,0.0655,0.0154,0.0672,1.6337,0.5018,0.5466,2.0538,32.3652,169,,1.06394527,sa,3,2007-12-03
DEV412,2007-08-07,2007-08-14,0.8448,0.4734,0.2892,0.2179,0.0491,0.1542,0.0708,0.0192,0.112,1.2883,0.4577,0.5323,1.7412,31.6993,166,,1.06088727,sa,3,2008-01-02
DEV412,2007-08-14,2007-08-21,1.6537,0.8637,0.6821,0.8371,0.114,0.1587,0.3395,0.0192,0.0803,2.0893,0.8293,0.8829,2.9197,32.0498,167,G21,1.06619337,sa,3,2008-01-02
DEV412,2007-08-21,2007-08-28,1.6637,0.73740000000000006,0.5633,0.756,0.1125,0.2436,0.1774,0.053,0.0797,1.7888,0.8181,0.8712,2.4978,32.3261,169,,1.06265812,sa,3,2008-01-02
DEV412,2007-08-28,2007-09-04,1.3568,0.389,0.5039,0.6739,0.1127,0.1689,0.1019,0.0517,0.0729,1.6122,0.3013,0.35,1.9756,31.8762,166,,1.0668063,sa,3,2008-02-04
DEV412,2007-09-04,2007-09-11,0.9686,0.5013,0.3549,0.3313,0.0562,0.1752,0.0889,0.0191,0.0391,1.1896,0.3808,0.4069,1.672,31.9638,168,,1.05700306,sa,3,2008-02-04
DEV412,2007-09-11,2007-09-17,0.9198,0.4036,0.3379,0.1568,0.0316,0.1192,0.0389,0.0177,0.0433,1.5589,0.4822,0.5111,1.9377,28.2893,150,,1.0477501,sa,3,2008-02-04
DEV412,2007-09-17,2007-09-25,0.9821,0.7636,0.2846,0.315,0.0581,0.303,0.0486,0.0327,0.0433,1.3113,0.2693,0.2981,2.054,34.0607,186,,1.01734524,sa,3,2008-02-04
DEV412,2007-09-25,2007-10-02,0.9233,0.326,0.2892,0.2122,0.0353,0.1676,0.0316,0.022,0.0355,1.4154,0.255,0.2786,1.7189,30.9988,168,,1.02509122,sa,3,2008-04-02
DEV412,2007-10-02,2007-10-09,0.8466,0.3459,0.2668,0.2984,0.0515,0.166,0.0443,0.0519,0.05,1.1251,0.2515,0.2849,1.4532,30.4969,167,,1.01453584,sa,3,2008-04-02
DEV412,2007-10-23,2007-10-29,0.4609,0.2934,0.2294,0.396,0.0444,0.0392,0.1036,0.0245,0.0753,1.772,0.2602,0.3105,2.0372,27.5535,150,,1.02049933,sa,3,2008-04-02
DEV412,2007-10-29,2007-11-06,0.7817,0.1426,0.2817,0.1654,0.0232,0.0427,0.0391,0.0146,0.0628,0.8183,0.1666,0.2085,0.9479,34.2316,187,,1.01698101,sa,3,2008-04-02
DEV412,2007-11-06,2007-11-13,1.4803,0.433,0.513,0.3813,0.0644,0.1917,0.0519,0.0546,0.0693,1.4629,0.2478,0.294,1.8727,30.684,169,,1.00867716,sa,3,2008-04-02
DEV412,2007-11-13,2007-11-19,0.2396,0.0702,0.0903,0.1667,0.024,0.0207,0.0183,0.0186,0.0625,0.579,0.1007,0.1424,0.64,26.8143,148,,1.00654375,sa,3,2008-04-02
DEV412,2007-11-19,2007-11-27,0.528,0.0862,0.2084,0.1716,0.0299,0.0508,0.0389,0.0269,0.0406,0.3755,0.1935,0.2206,0.4558,33.2558,187,,0.98799108,sa,3,2008-04-02
DEV412,2007-11-27,2007-12-04,0.3806,0.5577,0.1404,0.1262,0.0336,0.1566,0.027,0.0362,0.0631,1.0705,0.2502,0.2923,1.6111,29.3215,167,,0.97543298,sa,3,2008-05-05
DEV412,2007-12-04,2007-12-11,0.5725,0.3596,0.1329,0.1611,0.035,0.212,0.0196,0.0426,0.0552,0.7411,0.1216,0.1584,1.0889,29.9054,170,,0.97729971,sa,3,2008-05-05
DEV412,2007-12-11,2007-12-19,0.4046,0.0906,0.1625,0.089,0.0142,0.0176,0.0112,0.0152,0.0341,0.7775,0.1799,0.2027,0.8557,32.9924,190,,0.9646905,sa,3,2008-05-05
DEV412,2007-12-19,2007-12-25,0.5019,0.1416,0.0713,0.1631,0.0278,0.2214,0.0332,0.094,0.0475,0.6453,0.1965,0.2281,0.7766,25.8022,148,,0.96854925,sa,3,2008-05-05
JOT403,1995-02-16,1995-02-21,0.2112,0.0899,0.1186,NA,NA,NA,NA,NA,0.0548,0.7872,0.2085,0.2451,0.8646,24.147,121,12,1.11276553,sa,3,2003-04-30
JOT403,1995-02-21,1995-02-28,1.4842,1.1604,0.8114,NA,NA,NA,NA,NA,0.3562,1.871,0.6009,0.8385,3.0016,32.6843,164,,1.11171192,sa,3,2003-04-30
JOT403,1995-02-28,1995-03-07,0.4932,0.1856,0.1774,NA,NA,NA,NA,NA,0.0309,1.365,0.0655,0.0862,1.5289,32.528,165,,1.09891884,sa,3,2003-04-30
JOT403,1995-03-07,1995-03-14,0.4932,0.7429,0.1774,NA,NA,NA,NA,NA,0.1909,1.2669,0.5945,0.7219,1.9897,35.3627,178,,1.10508547,sa,3,2003-04-30
JOT403,1995-03-14,1995-03-22,0.8904,0.6756,0.3642,NA,NA,NA,NA,NA,0.1459,3.141,0.4116,0.5089,3.7666,38.6652,192,,1.1174928,sa,3,2003-04-30
JOT403,1995-03-22,1995-03-28,0.4845,0.4624,0.1486,NA,NA,NA,NA,NA,0.0517,0.5491,0.1237,0.1581,1.0027,27.7399,142,12,1.08358893,sa,3,2003-04-30
JOT403,1995-03-28,1995-04-04,0.9218,0.4058,0.319,NA,NA,NA,NA,NA,0.0316,1.2924,0.2142,0.2353,1.6776,31.3132,158,,1.10647325,sa,3,2003-04-30
JOT403,1995-04-04,1995-04-11,1.0743,0.8577,0.3948,NA,NA,NA,NA,NA,0.0286,2.5068,0.1862,0.2053,3.3246000000000002,34.9612,174,,1.11697092,sa,3,2003-04-30
JOT403,1995-04-11,1995-04-18,0.9918,1.9382,0.6433,NA,NA,NA,NA,NA,0.0801,2.1202,0.2775,0.3309,4.0246,32.0902,162,,1.09897852,sa,3,2003-04-30
JOT403,1995-04-18,1995-04-25,1.14,1.3481,0.3881,NA,NA,NA,NA,NA,0.0633,2.099,0.2407,0.2829,3.4137,34.8163,175,,1.10527853,sa,3,2003-04-30
JOT403,1995-05-02,1995-05-09,1.2393,1.375,0.4188,NA,NA,NA,NA,NA,0.0498,1.7821,0.152,0.1852,3.1288,34.2687,173,,1.10544246,sa,3,2003-04-30
JOT403,1995-05-09,1995-05-18,1.311,1.1224,0.4184,NA,NA,NA,NA,NA,0.0844,3.9061,0.2487,0.305,4.9664,41.7621,199,12,1.11365473,sa,3,2003-04-30
JOT403,1995-05-18,1995-05-23,1.0393,0.4906,0.3858,NA,NA,NA,NA,NA,0.0687,3.3292,0.2343,0.2801,3.7669,25.6601,112,12,1.13540365,sa,3,2003-04-30
JOT403,1995-05-23,1995-05-30,1.4307,0.6535,0.5325,NA,NA,NA,NA,NA,0.0857,2.9409,0.3471,0.4042,3.5477,33.6292,165,,1.13229561,sa,3,2003-04-30
JOT403,1995-05-30,1995-06-06,1.3264,0.8246,0.5105,NA,NA,NA,NA,NA,0.0628,3.0018,0.4869,0.5288,3.7787,34.4943,143,,1.14599168,sa,3,2003-04-30
JOT403,1995-06-06,1995-06-13,1.2611,1.7165,0.4545,NA,NA,NA,NA,NA,0.1051,3.8009,0.6043,0.6744,5.457,35.0545,171,,1.14183954,sa,3,2003-04-30
JOT403,1995-06-13,1995-06-20,0.7203,0.6929,0.3526,NA,NA,NA,NA,NA,0.0689,2.9342,0.2775,0.3235,3.5805,32.8126,161,,1.13146906,sa,3,2003-04-30
JOT403,1995-06-20,1995-06-27,0.9625,0.3154,0.36870000000000003,NA,NA,NA,NA,NA,0.0782,3.1196,0.6652,0.7173,3.3854,36.3041,174,,1.16359238,sa,3,2003-04-30
JOT403,1995-06-27,1995-07-05,1.1879,0.3426,0.4657,NA,NA,NA,NA,NA,0.0757,3.1247,0.4528,0.5033,3.4176,40.1959,169,,1.16172993,sa,3,2003-04-30
JOT403,1995-07-05,1995-07-11,1.7722,0.6867,0.6382,NA,NA,NA,NA,NA,0.1201,3.2717,1.048,1.1281,3.9064,30.0464,142,12,1.17368707,sa,3,2003-04-30
JOT403,1995-07-11,1995-07-18,0.9469,0.6086,0.3211,NA,NA,NA,NA,NA,0.0809,3.2196,0.7231,0.7771,3.7771,35.1974,169,,1.16162877,sa,3,2003-04-30
JOT403,1995-07-18,1995-07-25,1.089,0.5856,0.433,NA,NA,NA,NA,NA,0.1003,3.8242,0.7057,0.7726,4.3491,34.2875,163,,1.16624227,sa,3,2003-04-30
JOT403,1995-07-25,1995-08-01,2.022,0.9183,0.706,NA,NA,NA,NA,NA,0.0817,3.4796,1.2301,1.2846,4.3426,35.133,164,,1.186927,sa,3,2003-04-30
JOT403,1995-08-01,1995-08-08,2.4575,1.9086,0.554,NA,NA,NA,NA,NA,0.1689,3.3443,1.4863,1.599,5.1997,37.5366,176,T04,1.18411924,sa,3,2003-04-30
JOT403,1995-08-08,1995-08-16,2.0732,2.4827,0.3771,NA,NA,NA,NA,NA,0.0981,2.8325,0.8353,0.9007,5.2703,38.4445,181,,1.17208948,sa,3,2003-04-30
JOT403,1995-08-16,1995-08-23,1.6615,1.0761,0.5656,NA,NA,NA,NA,NA,0.1489,3.1939,0.9297,1.0291,4.2192,36.7067,174,,1.16160321,sa,3,2003-04-30
JOT403,1995-08-23,1995-08-29,1.4015,0.5982,0.4922,NA,NA,NA,NA,NA,0.0949,2.9995,0.5392,0.6025,3.55,30.191,142,,1.1701933900000001,sa,3,2003-04-30
JOT403,1995-08-29,1995-09-05,2.3062,0.6808,0.8399,NA,NA,NA,NA,NA,0.0987,3.7785,0.868,0.9339,4.3992000000000004,34.7825,164,,1.17508387,sa,3,2003-04-30
JOT403,1995-09-05,1995-09-12,1.3078,0.8415,0.481,NA,NA,NA,NA,NA,0.1239,2.7447,0.3975,0.4802,3.5426,35.4477,168,,1.16221887,sa,3,2003-04-30
JOT403,1995-09-12,1995-09-19,1.7347,0.7463,0.6226,NA,NA,NA,NA,NA,0.1099,2.7738,1.374,1.4474,3.476,35.9817,169,,1.16445507,sa,3,2003-04-30
JOT403,1995-09-19,1995-09-26,1.4609,0.51,0.5809,NA,NA,NA,NA,NA,0.0899,4.3566,0.6699,0.7299,4.7974,34.0115,163,,1.15685431,sa,3,2003-04-30
